2021,"Prescription Opioid Use and Risk for Major Depressive Disorder and Anxiety and Stress-Related Disorders: A Multivariable Mendelian Randomization Analysis",2168622X,"JAMA Psychiatry","78","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,40,39,17,123,0,123
2019,"Powerful three-sample genome-wide design and robust statistical inference in summary-data Mendelian randomization",14643685,"International Journal of Epidemiology","48","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,20,40,31,7,123,0,123
2016,"BMI as a modifiable risk factor for type 2 diabetes: Refining and understanding causal estimates using mendelian randomization",1939327X,"Diabetes","65","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,19,12,17,16,12,16,14,6,122,0,122
2018,"Role of obesity in smoking behaviour: Mendelian randomisation study in UK Biobank",17561833,"BMJ (Online)","361","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,16,19,22,19,22,5,121,0,121
2017,"Mendelian Randomization Implicates High-Density Lipoprotein Cholesterol–Associated Mechanisms in Etiology of Age-Related Macular Degeneration",15494713,"Ophthalmology","124","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,15,14,17,17,15,21,3,121,0,121
2020,"Association of OPRM1 Functional Coding Variant with Opioid Use Disorder: A Genome-Wide Association Study",2168622X,"JAMA Psychiatry","77","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,41,24,22,7,120,0,120
2017,"Genetic variants associated with mosaic Y chromosome loss highlight cell cycle genes and overlap with cancer susceptibility",15461718,"Nature Genetics","49","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,15,21,11,27,16,6,120,0,120
2021,"Telomere length and risk of idiopathic pulmonary fibrosis and chronic obstructive pulmonary disease: a mendelian randomisation study",22132619,"The Lancet Respiratory Medicine","9","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,38,37,11,119,0,119
2020,"Genome-wide Association Analysis in Humans Links Nucleotide Metabolism to Leukocyte Telomere Length",15376605,"American Journal of Human Genetics","106","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,35,32,16,7,117,0,117
2018,"Causal inference in cancer epidemiology: What is the role of mendelian randomization?",10559965,"Cancer Epidemiology Biomarkers and Prevention","27","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,12,8,19,22,33,13,116,0,116
2019,"Causal relationships between obesity and the leading causes of death in women and men",15537404,"PLoS Genetics","15","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,26,35,20,6,114,0,114
2019,"Contextualizing selection bias in Mendelian randomization: How bad is it likely to be?",14643685,"International Journal of Epidemiology","48","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,26,29,13,20,4,113,0,113
2021,"The causal role of gut microbiota in development of osteoarthritis",15229653,"Osteoarthritis and Cartilage","29","12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,21,68,17,112,0,112
2020,"Plasma lipids and risk of aortic valve stenosis: A Mendelian randomization study",15229645,"European Heart Journal","41","40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,17,21,35,14,112,0,112
2022,"Lifestyle and metabolic factors for nonalcoholic fatty liver disease: Mendelian randomization study",15737284,"European Journal of Epidemiology","37","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,53,23,111,0,111
2020,"Is type 2 diabetes causally associated with cancer risk? Evidence from a two-sample mendelian randomization study",1939327X,"Diabetes","69","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,26,20,39,9,111,0,111
2022,"Gut Microbiota and Psychiatric Disorders: A Two-Sample Mendelian Randomization Study",1664302X,"Frontiers in Microbiology","12","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,46,14,108,0,108
2021,"Polycystic ovary syndrome and risk of type 2 diabetes, coronary heart disease, and stroke",1939327X,"Diabetes","70","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,30,29,9,108,0,108
2020,"A population-based phenome-wide association study of cardiac and aortic structure and function",1546170X,"Nature Medicine","26","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,30,30,12,108,0,108
2017,"Mendelian randomization with fine-mapped genetic data: Choosing from large numbers of correlated instrumental variables",10982272,"Genetic Epidemiology","41","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,13,16,19,34,9,108,0,108
2022,"Obesity and risk of female reproductive conditions: A Mendelian randomisation study",15491676,"PLoS Medicine","19","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,46,20,107,0,107
2020,"Insulin-like growth factor-1, insulin-like growth factor-binding protein-3, and breast cancer risk: observational and Mendelian randomization analyses with ∼430 000 women",15698041,"Annals of Oncology","31","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,28,17,20,6,106,0,106
2021,"Large-scale plasma proteomic analysis identifies proteins and pathways associated with dementia risk",26628465,"Nature Aging","1","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,26,40,24,105,0,105
2019,"Trans-ethnic kidney function association study reveals putative causal genes and effects on kidney-specific disease aetiologies",20411723,"Nature Communications","10","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,24,20,20,15,1,104,0,104
2019,"Causal effects of blood lipids on amyotrophic lateral sclerosis: A Mendelian randomization study",14602083,"Human Molecular Genetics","28","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,25,15,21,15,6,104,0,104
2021,"Plasma Vitamin C and type 2 diabetes: Genome-wide association study and mendelian randomization analysis in European populations",19355548,"Diabetes Care","44","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,27,38,8,102,0,102
2020,"Assessing the causal effects of human serum metabolites on 5 major psychiatric disorders",17451701,"Schizophrenia Bulletin","46","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,21,16,47,6,101,0,101
2020,"Mendelian Randomization Study of Obesity and Cerebrovascular Disease",15318249,"Annals of Neurology","87","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,22,21,29,13,101,0,101
2016,"Challenges and novel approaches for investigating molecular mediation",14602083,"Human Molecular Genetics","25","R2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,11,13,6,11,16,12,15,4,101,0,101
2020,"Adiposity, metabolites, and colorectal cancer risk: Mendelian randomization study",17417015,"BMC Medicine","18","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,23,31,12,100,0,100
2020,"The interplay between host genetics and the gut microbiome reveals common and distinct microbiome features for complex human diseases",20492618,"Microbiome","8","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,22,28,32,7,100,0,100
2019,"Multivariable two-sample mendelian randomization estimates of the effects of intelligence and education on health",2050084X,"eLife","8","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,12,28,25,6,99,0,99
2018,"Genetic association of lipids and lipid drug targets with abdominal aortic aneurysm ameta-Analysis",23806591,"JAMA Cardiology","3","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,8,14,12,14,26,5,99,0,99
2021,"Genetic Support of A Causal Relationship between Iron Status and Type 2 Diabetes: A Mendelian Randomization Study",19457197,"Journal of Clinical Endocrinology and Metabolism","106","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,22,22,6,98,0,98
2019,"Within family Mendelian randomization studies",14602083,"Human Molecular Genetics","28","R2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,22,13,23,5,98,0,98
2019,"Liver function and risk of type 2 diabetes: Bidirectional mendelian randomization study",1939327X,"Diabetes","68","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,14,23,16,17,10,98,0,98
2020,"Circulating Levels of Insulin-like Growth Factor 1 and Insulin-like Growth Factor Binding Protein 3 Associate With Risk of Colorectal Cancer Based on Serologic and Mendelian Randomization Analyses",15280012,"Gastroenterology","158","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,21,21,20,4,97,0,97
2021,"Causal relationships between body mass index, smoking and lung cancer: Univariable and multivariable Mendelian randomization",10970215,"International Journal of Cancer","148","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,29,37,6,96,0,96
2020,"Education, intelligence and Alzheimer's disease: Evidence from a multivariable two-sample Mendelian randomization study",14643685,"International Journal of Epidemiology","49","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,22,24,21,5,96,0,96
2020,"Genome-wide association studies and Mendelian randomization analyses for leisure sedentary behaviours",20411723,"Nature Communications","11","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,16,16,43,10,95,0,95
2019,"Education protects against coronary heart disease and stroke independently of cognitive function: Evidence from Mendelian randomization",14643685,"International Journal of Epidemiology","48","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,9,11,43,13,95,0,95
2018,"Childhood BMI and adult type 2 diabetes, coronary artery diseases, chronic kidney disease, and cardiometabolic traits: A Mendelian randomization analysis",19355548,"Diabetes Care","41","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,16,19,17,10,17,2,95,0,95
2022,"Genetic Causal Association between Iron Status and Osteoarthritis: A Two-Sample Mendelian Randomization",20726643,"Nutrients","14","18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,66,17,93,0,93
2021,"Diet-Derived Circulating Antioxidants and Risk of Coronary Heart Disease: A Mendelian Randomization Study",15583597,"Journal of the American College of Cardiology","77","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,20,40,7,93,0,93
2019,"Robust methods in Mendelian randomization via penalization of heterogeneous causal estimates",19326203,"PLoS ONE","14","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,21,21,28,7,93,0,93
2019,"Using Mendelian randomisation to assess causality in observational studies",13620347,"Evidence-Based Mental Health","22","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,23,50,10,93,0,93
2017,"Using Mendelian randomization to determine causal effects of maternal pregnancy (intrauterine) exposures on offspring outcomes: Sources of bias and methods for assessing them",2398502X,"Wellcome Open Research","2","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,12,17,11,18,8,17,2,93,0,93
2019,"Assessing the causal association of glycine with risk of cardio-metabolic diseases",20411723,"Nature Communications","10","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,17,18,13,25,5,92,0,92
2018,"Evaluation of the causal effects between subjective wellbeing and cardiometabolic health: Mendelian randomisation study",17561833,"BMJ (Online)","362","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,11,10,12,36,8,92,0,92
2020,"Association between Genetically Proxied Inhibition of HMG-CoA Reductase and Epithelial Ovarian Cancer",15383598,"JAMA - Journal of the American Medical Association","323","7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,19,16,19,6,91,0,91
2021,"Human gut microbiome impacts skeletal muscle mass via gut microbial synthesis of the short-chain fatty acid butyrate among healthy menopausal women",21906009,"Journal of Cachexia, Sarcopenia and Muscle","12","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,21,43,13,90,0,90
2021,"Assessing the Causal Relationships Between Insulin Resistance and Hyperuricemia and Gout Using Bidirectional Mendelian Randomization",23265205,"Arthritis and Rheumatology","73","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,22,42,10,90,0,90
2022,"Depression and Inflammatory Bowel Disease: A Bidirectional Two-sample Mendelian Randomization Study",18764479,"Journal of Crohn's and Colitis","16","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,38,9,89,0,89
2022,"No Genetic Causal Association Between Periodontitis and Arthritis: A Bidirectional Two-Sample Mendelian Randomization Analysis",16643224,"Frontiers in Immunology","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,52,16,89,0,89
2022,"Pulmonary embolism and 529 human blood metabolites: genetic correlation and two-sample Mendelian randomization study",27306844,"BMC Genomic Data","23","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,56,12,88,0,88
2022,"Bidirectional two-sample Mendelian randomization analysis identifies causal associations between relative carbohydrate intake and depression",23973374,"Nature Human Behaviour","6","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,52,19,88,0,88
2021,"Homocysteine, B vitamins, and cardiovascular disease: a Mendelian randomization study",17417015,"BMC Medicine","19","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,35,24,14,88,0,88
2022,"Genome-wide association studies of metabolites in Finnish men identify disease-relevant loci",20411723,"Nature Communications","13","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,41,17,87,0,87
2021,"Linear and Nonlinear Mendelian Randomization Analyses of the Association between Diastolic Blood Pressure and Cardiovascular Events: The J-Curve Revisited",15244539,"Circulation","143","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,21,20,7,87,0,87
2020,"Short or long sleep duration and CKD: A mendelian randomization study",15333450,"Journal of the American Society of Nephrology","31","12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,21,23,13,87,0,87
2020,"Modifiable pathways for colorectal cancer: a mendelian randomisation analysis",24681253,"The Lancet Gastroenterology and Hepatology","5","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,23,13,24,7,87,0,87
2018,"Genetic Association of Albuminuria with Cardiometabolic Disease and Blood Pressure",15376605,"American Journal of Human Genetics","103","4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,14,13,10,10,5,87,0,87
2022,"Two-Sample Mendelian Randomization Analysis Investigates Causal Associations Between Gut Microbial Genera and Inflammatory Bowel Disease, and Specificity Causal Associations in Ulcerative Colitis or Crohn’s Disease",16643224,"Frontiers in Immunology","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,46,13,86,0,86
2021,"Pleiotropy robust methods for multivariable Mendelian randomization",10970258,"Statistics in Medicine","40","26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,42,16,86,0,86
2018,"Influence of puberty timing on adiposity and cardiometabolic traits: A Mendelian randomisation study",15491676,"PLoS Medicine","15","8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,12,17,17,15,3,86,0,86
2017,"Type 2 diabetes, glucose, insulin, BMI, and ischemic stroke subtypes: Mendelian randomization study",1526632X,"Neurology","89","5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,11,11,11,18,9,15,2,86,0,86
2020,"Testing and controlling for horizontal pleiotropy with probabilistic Mendelian randomization in transcriptome-wide association studies",20411723,"Nature Communications","11","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,19,16,23,9,85,0,85
2020,"MendelianRandomization v0.5.0: Updates to an R package for performing Mendelian randomization analyses using summarized data",2398502X,"Wellcome Open Research","5","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,20,41,6,85,0,85
2019,"The relationship between sleep duration, cognition and dementia: A Mendelian randomization study",14643685,"International Journal of Epidemiology","48","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,26,18,4,85,0,85
2022,"Assessing the causal association between human blood metabolites and the risk of epilepsy",14795876,"Journal of Translational Medicine","20","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,57,11,84,0,84
2020,"The relationship between circulating lipids and breast cancer risk: A Mendelian randomization study",15491676,"PLoS Medicine","17","9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,22,18,27,10,84,0,84
2020,"A bidirectional Mendelian randomization study supports causal effects of kidney function on blood pressure",15231755,"Kidney International","98","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,19,16,20,8,84,0,84
2017,"Mendelian randomization",10643745,"Methods in Molecular Biology","1666","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,9,11,38,9,84,0,84
2022,"COVID-19 and risk of neurodegenerative disorders: A Mendelian randomization study",21583188,"Translational Psychiatry","12","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,41,9,83,0,83
2022,"Obesity, Type 2 Diabetes, Lifestyle Factors, and Risk of Gallstone Disease: A Mendelian Randomization Investigation",15427714,"Clinical Gastroenterology and Hepatology","20","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,19,40,6,83,0,83
2021,"Genetic predictors of participation in optional components of UK Biobank",20411723,"Nature Communications","12","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,27,18,7,83,0,83
2020,"Meta-analysis of up to 622,409 individuals identifies 40 novel smoking behaviour associated genetic loci",14765578,"Molecular Psychiatry","25","10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,24,19,14,14,2,83,0,83
2017,"Obesity, metabolic factors and risk of different histological types of lung cancer: A Mendelian randomization study",19326203,"PLoS ONE","12","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,15,11,18,11,8,6,3,82,0,82
2023,"Exploring causal correlations between inflammatory cytokines and systemic lupus erythematosus: A Mendelian randomization",16643224,"Frontiers in Immunology","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,56,15,81,0,81
2022,"Causal effects of gut microbiota on diabetic retinopathy: A Mendelian randomization study",16643224,"Frontiers in Immunology","13","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,42,5,81,0,81
2022,"Understanding the assumptions underlying Mendelian randomization",14765438,"European Journal of Human Genetics","30","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,49,10,81,0,81
2021,"Cardiometabolic risk factors for COVID-19 susceptibility and severity: A Mendelian randomization analysis",15491676,"PLoS Medicine","18","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,29,8,2,81,0,81
2019,"Assessment of the Relationship between Genetic Determinants of Thyroid Function and Atrial Fibrillation: A Mendelian Randomization Study",23806591,"JAMA Cardiology","4","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,18,9,9,20,6,81,0,81
2019,"Using the MR-base platform to investigate risk factors and drug targets for thousands of phenotypes.",2398502X,"Wellcome Open Research","4","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,13,16,24,5,81,0,81
